timestamp, index, clocks.current.sm [MHz], clocks.max.sm [MHz], temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], utilization.memory [%], clocks_event_reasons.active
2026/08/11 16:21:24.943, 2, 1725, 2100, 85, 287.56, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:21:29.944, 0, 1545, 2100, 88, 263.29, 300.00, 91, 60, 0x0000000000000020
2026/08/11 16:21:29.946, 1, 1605, 2100, 88, 269.61, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:21:29.947, 2, 1770, 2100, 85, 287.79, 300.00, 92, 64, 0x0000000000000004
2026/08/11 16:21:34.952, 0, 1545, 2100, 88, 260.75, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:21:34.957, 1, 1575, 2100, 88, 268.90, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:21:34.959, 2, 1695, 2100, 85, 288.10, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:21:39.961, 0, 1545, 2100, 88, 258.79, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:21:39.963, 1, 1575, 2100, 88, 265.74, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:21:39.964, 2, 1695, 2100, 85, 285.99, 300.00, 89, 61, 0x0000000000000004
2026/08/11 16:21:44.969, 0, 1530, 2100, 88, 259.79, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:21:44.974, 1, 1590, 2100, 88, 267.00, 300.00, 91, 60, 0x0000000000000020
2026/08/11 16:21:44.976, 2, 1755, 2100, 85, 286.74, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:21:49.978, 0, 1530, 2100, 88, 259.28, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:21:49.980, 1, 1575, 2100, 88, 266.67, 300.00, 91, 60, 0x0000000000000020
2026/08/11 16:21:49.981, 2, 1710, 2100, 85, 283.59, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:21:54.986, 0, 1590, 2100, 88, 257.77, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:21:54.991, 1, 1560, 2100, 88, 265.39, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:21:54.993, 2, 1755, 2100, 85, 285.53, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:21:59.995, 0, 1590, 2100, 88, 260.14, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:21:59.997, 1, 1620, 2100, 88, 265.20, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:21:59.998, 2, 1770, 2100, 85, 287.31, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:22:05.003, 0, 1530, 2100, 88, 256.24, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:22:05.008, 1, 1635, 2100, 88, 268.11, 300.00, 93, 62, 0x0000000000000020
2026/08/11 16:22:05.011, 2, 1800, 2100, 85, 286.34, 300.00, 86, 57, 0x0000000000000020
2026/08/11 16:22:10.012, 0, 1545, 2100, 88, 259.78, 300.00, 91, 59, 0x0000000000000020
2026/08/11 16:22:10.014, 1, 1560, 2100, 88, 267.01, 300.00, 94, 62, 0x0000000000000020
2026/08/11 16:22:10.015, 2, 1740, 2100, 85, 287.07, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:22:15.019, 0, 1695, 2100, 88, 247.71, 300.00, 61, 39, 0x0000000000000020
2026/08/11 16:22:15.024, 1, 1695, 2100, 87, 262.43, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:22:15.026, 2, 1725, 2100, 85, 287.22, 300.00, 90, 61, 0x0000000000000004
2026/08/11 16:22:20.028, 0, 1575, 2100, 88, 249.98, 300.00, 88, 55, 0x0000000000000020
2026/08/11 16:22:20.030, 1, 1605, 2100, 88, 256.31, 300.00, 81, 51, 0x0000000000000020
2026/08/11 16:22:20.031, 2, 1770, 2100, 85, 287.25, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:22:25.036, 0, 1560, 2100, 88, 262.82, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:22:25.042, 1, 1545, 2100, 88, 269.22, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:22:25.044, 2, 1740, 2100, 85, 286.97, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:22:30.046, 0, 1530, 2100, 88, 260.28, 300.00, 91, 60, 0x0000000000000020
2026/08/11 16:22:30.047, 1, 1560, 2100, 88, 267.99, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:22:30.049, 2, 1740, 2100, 85, 284.78, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:22:35.052, 0, 1635, 2100, 88, 260.71, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:22:35.054, 1, 1560, 2100, 88, 266.49, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:22:35.055, 2, 1770, 2100, 85, 287.83, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:22:40.057, 0, 1560, 2100, 88, 260.01, 300.00, 92, 59, 0x0000000000000020
2026/08/11 16:22:40.060, 1, 1560, 2100, 88, 266.11, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:22:40.064, 2, 1695, 2100, 85, 287.75, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:22:45.070, 0, 1530, 2100, 88, 260.36, 300.00, 91, 60, 0x0000000000000020
2026/08/11 16:22:45.075, 1, 1560, 2100, 88, 264.56, 300.00, 91, 60, 0x0000000000000020
2026/08/11 16:22:45.077, 2, 1770, 2100, 85, 287.32, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:22:50.079, 0, 1545, 2100, 88, 258.11, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:22:50.080, 1, 1545, 2100, 88, 267.79, 300.00, 91, 60, 0x0000000000000020
2026/08/11 16:22:50.082, 2, 1740, 2100, 85, 286.80, 300.00, 90, 62, 0x0000000000000004
2026/08/11 16:22:55.087, 0, 1560, 2100, 88, 259.41, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:22:55.092, 1, 1575, 2100, 88, 267.38, 300.00, 93, 61, 0x0000000000000020
2026/08/11 16:22:55.100, 2, 1695, 2100, 85, 287.58, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:23:00.105, 0, 1545, 2100, 88, 261.56, 300.00, 91, 59, 0x0000000000000020
2026/08/11 16:23:00.110, 1, 1560, 2100, 88, 266.44, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:23:00.112, 2, 1755, 2100, 85, 286.13, 300.00, 90, 62, 0x0000000000000004
2026/08/11 16:23:05.114, 0, 1515, 2100, 88, 259.53, 300.00, 91, 59, 0x0000000000000020
2026/08/11 16:23:05.116, 1, 1605, 2100, 88, 266.47, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:23:05.117, 2, 1755, 2100, 85, 287.80, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:23:10.123, 0, 1545, 2100, 88, 254.91, 300.00, 89, 58, 0x0000000000000020
2026/08/11 16:23:10.127, 1, 1560, 2100, 88, 266.54, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:23:10.129, 2, 1800, 2100, 85, 287.27, 300.00, 85, 56, 0x0000000000000024
2026/08/11 16:23:15.131, 0, 1545, 2100, 88, 258.39, 300.00, 90, 59, 0x0000000000000020
2026/08/11 16:23:15.133, 1, 1590, 2100, 88, 267.36, 300.00, 90, 58, 0x0000000000000020
2026/08/11 16:23:15.134, 2, 1800, 2100, 79, 111.59, 300.00, 0, 0, 0x0000000000000000
2026/08/11 16:23:20.156, 0, 1545, 2100, 88, 260.10, 300.00, 92, 60, 0x0000000000000020
2026/08/11 16:23:20.158, 1, 1575, 2100, 88, 266.43, 300.00, 92, 61, 0x0000000000000020
2026/08/11 16:23:20.160, 2, 210, 2100, 73, 38.92, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:25.193, 0, 1650, 2100, 88, 248.21, 300.00, 88, 55, 0x0000000000000020
2026/08/11 16:23:25.195, 1, 1590, 2100, 88, 262.68, 300.00, 88, 55, 0x0000000000000020
2026/08/11 16:23:25.197, 2, 1860, 2100, 78, 287.71, 300.00, 84, 56, 0x0000000000000004
2026/08/11 16:23:30.199, 0, 1800, 2100, 85, 129.51, 300.00, 25, 2, 0x0000000000000020
2026/08/11 16:23:30.200, 1, 1800, 2100, 84, 127.28, 300.00, 0, 0, 0x0000000000000020
2026/08/11 16:23:30.202, 2, 1860, 2100, 77, 287.77, 300.00, 82, 55, 0x0000000000000000
2026/08/11 16:23:35.204, 0, 210, 2100, 80, 45.87, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:35.238, 1, 0, 2100, 78, 52.34, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:35.270, 2, 1800, 2100, 81, 290.43, 300.00, 83, 55, 0x0000000000000004
2026/08/11 16:23:40.272, 0, 0, 2100, 77, 30.99, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:40.305, 1, 0, 2100, 75, 30.90, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:40.337, 2, 1785, 2100, 81, 290.24, 300.00, 84, 56, 0x0000000000000004
2026/08/11 16:23:45.339, 0, 0, 2100, 74, 30.52, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:45.372, 1, 0, 2100, 72, 30.19, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:45.405, 2, 1785, 2100, 82, 286.91, 300.00, 84, 56, 0x0000000000000004
2026/08/11 16:23:50.408, 0, 0, 2100, 72, 41.21, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:50.441, 1, 0, 2100, 71, 30.46, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:50.474, 2, 1830, 2100, 82, 241.77, 300.00, 88, 58, 0x0000000000000004
2026/08/11 16:23:55.476, 0, 0, 2100, 70, 28.17, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:55.509, 1, 210, 2100, 69, 31.06, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:23:55.542, 2, 1815, 2100, 81, 279.36, 300.00, 84, 55, 0x0000000000000004
2026/08/11 16:24:00.544, 0, 0, 2100, 69, 27.06, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:00.582, 1, 210, 2100, 68, 34.58, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:00.615, 2, 1830, 2100, 83, 288.30, 300.00, 83, 55, 0x0000000000000004
2026/08/11 16:24:05.617, 0, 0, 2100, 68, 29.44, 300.00, 0, 0, 0x0000000000000004
2026/08/11 16:24:05.619, 1, 0, 2100, 67, 28.70, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:05.652, 2, 1830, 2100, 84, 283.27, 300.00, 84, 56, 0x0000000000000004
2026/08/11 16:24:10.655, 0, 210, 2100, 68, 28.24, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:10.688, 1, 0, 2100, 66, 39.79, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:10.721, 2, 1770, 2100, 84, 283.89, 300.00, 85, 56, 0x0000000000000004
2026/08/11 16:24:15.722, 0, 0, 2100, 67, 26.59, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:15.755, 1, 0, 2100, 65, 27.82, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:15.789, 2, 1800, 2100, 83, 279.65, 300.00, 83, 55, 0x0000000000000020
2026/08/11 16:24:20.792, 0, 0, 2100, 66, 26.29, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:20.825, 1, 0, 2100, 64, 27.87, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:20.858, 2, 1800, 2100, 84, 278.04, 300.00, 82, 54, 0x0000000000000020
2026/08/11 16:24:25.860, 0, 0, 2100, 67, 38.15, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:25.893, 1, 0, 2100, 64, 29.31, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:25.926, 2, 1800, 2100, 84, 287.75, 300.00, 87, 57, 0x0000000000000020
2026/08/11 16:24:30.928, 0, 0, 2100, 66, 26.17, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:30.962, 1, 0, 2100, 63, 26.95, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:30.994, 2, 1710, 2100, 84, 286.72, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:24:35.997, 0, 0, 2100, 65, 26.07, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:36.030, 1, 0, 2100, 63, 26.85, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:36.063, 2, 1725, 2100, 85, 285.21, 300.00, 91, 62, 0x0000000000000004
2026/08/11 16:24:41.066, 0, 0, 2100, 65, 27.81, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:41.099, 1, 0, 2100, 62, 28.16, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:41.132, 2, 1770, 2100, 84, 286.94, 300.00, 93, 64, 0x0000000000000004
2026/08/11 16:24:46.134, 0, 0, 2100, 64, 25.57, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:46.167, 1, 210, 2100, 62, 31.85, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:46.199, 2, 1755, 2100, 85, 286.49, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:24:51.202, 0, 0, 2100, 64, 25.83, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:51.236, 1, 0, 2100, 62, 26.62, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:51.268, 2, 1740, 2100, 85, 287.98, 300.00, 92, 64, 0x0000000000000004
2026/08/11 16:24:56.271, 0, 0, 2100, 64, 27.92, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:56.304, 1, 0, 2100, 61, 26.84, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:24:56.337, 2, 1755, 2100, 85, 286.72, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:25:01.339, 0, 210, 2100, 64, 30.27, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:01.373, 1, 0, 2100, 61, 39.08, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:01.405, 2, 1770, 2100, 85, 288.12, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:25:06.408, 0, 0, 2100, 63, 25.35, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:06.441, 1, 0, 2100, 61, 26.24, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:06.474, 2, 1755, 2100, 85, 287.00, 300.00, 91, 63, 0x0000000000000004
2026/08/11 16:25:11.479, 0, 0, 2100, 63, 25.47, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:11.512, 1, 0, 2100, 60, 26.03, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:11.545, 2, 1755, 2100, 85, 287.41, 300.00, 93, 64, 0x0000000000000004
2026/08/11 16:25:16.546, 0, 0, 2100, 63, 36.41, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:16.579, 1, 0, 2100, 61, 27.79, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:16.612, 2, 1725, 2100, 85, 286.69, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:25:21.617, 0, 0, 2100, 62, 25.24, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:21.650, 1, 210, 2100, 60, 28.87, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:21.683, 2, 1755, 2100, 85, 288.21, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:25:26.686, 0, 0, 2100, 62, 24.97, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:26.719, 1, 0, 2100, 60, 25.87, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:26.752, 2, 1785, 2100, 85, 289.48, 300.00, 86, 56, 0x0000000000000020
2026/08/11 16:25:31.754, 0, 0, 2100, 62, 26.66, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:31.787, 1, 0, 2100, 59, 25.95, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:31.820, 2, 1740, 2100, 85, 262.55, 300.00, 76, 52, 0x0000000000000004
2026/08/11 16:25:36.822, 0, 210, 2100, 62, 27.59, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:36.855, 1, 0, 2100, 60, 36.24, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:36.888, 2, 1755, 2100, 85, 288.28, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:25:41.890, 0, 0, 2100, 62, 24.72, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:41.923, 1, 0, 2100, 59, 25.83, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:41.956, 2, 1695, 2100, 85, 286.61, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:25:46.957, 0, 0, 2100, 61, 25.31, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:46.991, 1, 0, 2100, 59, 25.68, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:47.024, 2, 1770, 2100, 85, 287.29, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:25:52.026, 0, 0, 2100, 62, 35.12, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:52.059, 1, 0, 2100, 59, 27.13, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:52.092, 2, 1725, 2100, 85, 285.81, 300.00, 90, 62, 0x0000000000000004
2026/08/11 16:25:57.094, 0, 0, 2100, 61, 24.90, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:57.127, 1, 0, 2100, 58, 25.72, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:25:57.160, 2, 1740, 2100, 85, 288.03, 300.00, 93, 64, 0x0000000000000004
2026/08/11 16:26:02.163, 0, 0, 2100, 61, 24.67, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:02.196, 1, 0, 2100, 59, 27.60, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:02.229, 2, 1770, 2100, 86, 287.48, 300.00, 92, 64, 0x0000000000000004
2026/08/11 16:26:07.231, 0, 0, 2100, 61, 26.85, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:07.264, 1, 0, 2100, 59, 27.55, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:07.297, 2, 1680, 2100, 85, 287.71, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:26:12.299, 0, 0, 2100, 61, 24.62, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:12.332, 1, 0, 2100, 58, 25.68, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:12.365, 2, 1770, 2100, 85, 287.50, 300.00, 89, 61, 0x0000000000000004
2026/08/11 16:26:17.368, 0, 0, 2100, 61, 24.58, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:17.410, 1, 0, 2100, 58, 25.53, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:17.443, 2, 1695, 2100, 85, 286.39, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:26:22.445, 0, 0, 2100, 61, 26.32, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:22.479, 1, 0, 2100, 58, 26.85, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:22.511, 2, 1770, 2100, 85, 286.55, 300.00, 92, 63, 0x0000000000000004
2026/08/11 16:26:27.515, 0, 0, 2100, 60, 24.62, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:27.548, 1, 210, 2100, 58, 30.01, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:27.581, 2, 1695, 2100, 85, 284.53, 300.00, 89, 61, 0x0000000000000004
2026/08/11 16:26:32.583, 0, 0, 2100, 60, 24.70, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:32.616, 1, 0, 2100, 57, 25.29, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:32.649, 2, 1800, 2100, 85, 287.37, 300.00, 87, 57, 0x0000000000000020
2026/08/11 16:26:37.651, 0, 0, 2100, 60, 24.96, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:37.684, 1, 0, 2100, 57, 25.99, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:37.717, 2, 1800, 2100, 79, 113.45, 300.00, 0, 0, 0x0000000000000000
2026/08/11 16:26:42.744, 0, 210, 2100, 60, 29.05, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:42.778, 1, 0, 2100, 58, 36.22, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:42.811, 2, 210, 2100, 73, 35.21, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:47.848, 0, 0, 2100, 60, 23.78, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:47.881, 1, 0, 2100, 57, 26.02, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:47.914, 2, 0, 2100, 70, 24.32, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:52.947, 0, 0, 2100, 60, 24.02, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:52.980, 1, 0, 2100, 57, 25.88, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:53.014, 2, 0, 2100, 67, 23.14, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:58.048, 0, 0, 2100, 60, 35.19, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:58.081, 1, 0, 2100, 57, 27.91, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:26:58.114, 2, 0, 2100, 65, 31.45, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:03.147, 0, 0, 2100, 60, 23.95, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:03.180, 1, 210, 2100, 57, 31.73, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:03.213, 2, 0, 2100, 63, 21.81, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:08.246, 0, 0, 2100, 60, 23.65, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:08.279, 1, 0, 2100, 57, 25.57, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:08.311, 2, 0, 2100, 61, 21.59, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:13.344, 0, 0, 2100, 59, 25.51, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:13.378, 1, 0, 2100, 56, 25.79, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:13.411, 2, 0, 2100, 60, 22.85, 300.00, 1, 0, 0x0000000000000001
2026/08/11 16:27:18.444, 0, 210, 2100, 60, 27.97, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:18.477, 1, 0, 2100, 57, 36.06, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:18.510, 2, 210, 2100, 59, 24.58, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:23.543, 0, 0, 2100, 59, 23.71, 300.00, 1, 0, 0x0000000000000001
2026/08/11 16:27:23.576, 1, 0, 2100, 56, 25.62, 300.00, 0, 0, 0x0000000000000001
2026/08/11 16:27:23.609, 2, 0, 2100, 58, 21.17, 300.00, 0, 0, 0x0000000000000001
