sweep_id,config,bootstrap,embedding,embedding_label,fold,input_dim,n_rows,tanimoto_spearman,pred_tanimoto_spearman,scalarness,tanimoto_partial,knn20_jaccard,n_readout,emb_effective_rank,emb_top1_share,emb_min_std,emb_dim
lyc0lh2d,cfg2,boot01,vn06,VN 6,0,336,66296,0.4636066519503043,0.07014690180229567,0.11981149359179587,0.4585050148741911,0.11886689111770365,5000,68.25922089001976,0.08586473785714427,0.20791092762970886,336
lyc0lh2d,cfg2,boot01,vn09,VN 9,0,336,66296,0.472283099486872,0.07014690180229567,0.13415009914363873,0.4670949457035714,0.12132392823917598,5000,66.88556660659917,0.08528376751266169,0.2252574659099884,336
lyc0lh2d,cfg2,boot01,vn12,VN 12,0,336,66296,0.4754234331086292,0.07014690180229567,0.13850845441421927,0.4702400195399949,0.12250984043741996,5000,67.06768402608377,0.08395046876231901,0.231900214126249,336
lyc0lh2d,cfg2,boot01,vn15,VN 15,0,336,66296,0.4729898514235297,0.07014690180229567,0.141515977094715,0.46777060059903713,0.1234026596318651,5000,68.06634733512641,0.08362006417127907,0.25635749559043347,336
lyc0lh2d,cfg2,boot01,pooled512,Pooled embedding,0,512,66296,0.15147827240839584,0.07014690180229567,0.4025546921856978,0.13463060418729067,0.15529521647558578,5000,102.83143090945873,0.18404930548450116,0.09471434327712347,512
lyc0lh2d,cfg2,boot01,z,Head export (z),0,1024,66296,0.16170916138415542,0.07014690180229567,0.8342326023195819,0.1871381073247485,0.12463265319507566,5000,31.538629043048992,0.3824644698578294,0.0006025993355834962,1024
lyc0lh2d,cfg2,boot02,vn03,VN 3,0,336,66296,0.4045782926377245,0.07158549485860244,0.07755868504537392,0.4002317986234977,0.10440876240201832,5000,62.82912528981509,0.08709201051624217,0.10137032459305889,336
lyc0lh2d,cfg2,boot02,vn06,VN 6,0,336,66296,0.43384657364016443,0.07158549485860244,0.11127519465812745,0.4285422894346467,0.11660000121184075,5000,66.06895685840851,0.08950734867284602,0.11373253651492206,336
lyc0lh2d,cfg2,boot02,vn09,VN 9,0,336,66296,0.451642280049668,0.07158549485860244,0.12385502984683446,0.44621174261414154,0.11918123209280265,5000,63.322226382601414,0.09831016672968375,0.14036546447451498,336
lyc0lh2d,cfg2,boot02,vn12,VN 12,0,336,66296,0.4565818455841938,0.07158549485860244,0.13938662019897216,0.4510064940656222,0.1205792099231005,5000,63.23663683682512,0.10328985206609029,0.14959843094745884,336
lyc0lh2d,cfg2,boot02,vn15,VN 15,0,336,66296,0.45707595756500935,0.07158549485860244,0.14983569764143545,0.45144631302338967,0.12109109967202994,5000,63.786245542848015,0.1075832482439389,0.15611160708877975,336
lyc0lh2d,cfg2,boot02,pooled512,Pooled embedding,0,512,66296,0.15770116929406655,0.07158549485860244,0.33257224503311805,0.14197537381657455,0.15410646951325038,5000,105.22800304670274,0.15746902524618098,0.15910185300946428,512
lyc0lh2d,cfg2,boot02,z,Head export (z),0,1024,66296,0.1611646257512808,0.07158549485860244,0.7977541824316651,0.17257042287003058,0.12967739529818276,5000,39.74223667545247,0.3367342001955544,0.00019840684184983757,1024
lyc0lh2d,cfg2,boot03,vn03,VN 3,0,336,66296,0.42119088729623844,0.07194764729784245,0.0960168448489929,0.4162056925367282,0.10101561069853345,5000,63.21941454845282,0.082132300332301,0.127988814772524,336
lyc0lh2d,cfg2,boot03,vn06,VN 6,0,336,66296,0.44280594678200597,0.07194764729784245,0.12235654665531354,0.43728837447528734,0.11519596556730101,5000,65.5298399916351,0.09405009300519274,0.19497707056512828,336
lyc0lh2d,cfg2,boot03,vn09,VN 9,0,336,66296,0.4551262177069407,0.07194764729784245,0.13987773979357174,0.4494812917442692,0.1176794438095248,5000,63.967272510243816,0.09333170046596553,0.2101578918879327,336
lyc0lh2d,cfg2,boot03,vn12,VN 12,0,336,66296,0.4635926185670558,0.07194764729784245,0.16321870410573852,0.45799111796737657,0.11977585094524561,5000,64.05092698161633,0.09789535675612185,0.21993619579733306,336
lyc0lh2d,cfg2,boot03,vn15,VN 15,0,336,66296,0.46577463321582774,0.07194764729784245,0.17820571765333734,0.4603213992139781,0.12149173413944186,5000,64.94564797676742,0.10303455763477062,0.23508721231068277,336
lyc0lh2d,cfg2,boot03,pooled512,Pooled embedding,0,512,66296,0.15130693430186773,0.07194764729784245,0.37258050401585185,0.1341601943716976,0.15225370754139853,5000,107.79151144136593,0.1702644754706996,0.1181529180097789,512
lyc0lh2d,cfg2,boot03,z,Head export (z),0,1024,66296,0.15911081326558993,0.07194764729784245,0.8211450127975715,0.17527234137853887,0.12884586393251465,5000,41.03080296635584,0.33982356444657835,0.0002948596578424308,1024
lyc0lh2d,cfg2,boot04,vn03,VN 3,0,336,66296,0.43807537640734046,0.07063057152462611,0.10423312002294016,0.43307232291188197,0.10420766696970074,5000,64.31302745372031,0.08053347264177632,0.10343696245659117,336
lyc0lh2d,cfg2,boot04,vn06,VN 6,0,336,66296,0.469623313860624,0.07063057152462611,0.12055623268695176,0.4644961610853165,0.11911401149890215,5000,68.65545943961736,0.08031743709876879,0.25689135052566386,336
lyc0lh2d,cfg2,boot04,vn09,VN 9,0,336,66296,0.47923939454814996,0.07063057152462611,0.13530802445988158,0.47404199972900984,0.12110797674631983,5000,66.09513774129383,0.09060623777169019,0.2762692739845064,336
lyc0lh2d,cfg2,boot04,vn12,VN 12,0,336,66296,0.48573878137268006,0.07063057152462611,0.14501330308298577,0.48057624134579024,0.12184845988960041,5000,65.68175386709612,0.09636130433745213,0.28924375553818155,336
lyc0lh2d,cfg2,boot04,vn15,VN 15,0,336,66296,0.4834154922934416,0.07063057152462611,0.15526736993595552,0.47824883986958855,0.12164842506167838,5000,65.71685805752627,0.101740726045198,0.3162514082091483,336
